Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,Case13 Spectral Count,Case3 Spectral Count,Case9 Spectral Count,Case12 Spectral Count,Case6 Spectral Count,Case8 Spectral Count,Case11 Spectral Count,Case16 Spectral Count,Case19 Spectral Count,Case15 Spectral Count,Case18 Spectral Count,Case7 Spectral Count,Case20 Spectral Count,Case10 Spectral Count,Case14 Spectral Count,Case4 Spectral Count,Case1 Spectral Count,Case17 Spectral Count,Case5 Spectral Count,Case2 Spectral Count,Control15 Spectral Count,Control1 Spectral Count,Control18 Spectral Count,Control3 Spectral Count,Control10 Spectral Count,Control11 Spectral Count,Control13 Spectral Count,Control17 Spectral Count,Control5 Spectral Count,Control16 Spectral Count,Control14 Spectral Count,Control6 Spectral Count,Control9 Spectral Count,Control20 Spectral Count,Control2 Spectral Count,Control7 Spectral Count,Control8 Spectral Count,Control19 Spectral Count,Control4 Spectral Count,Control12 Spectral Count,Case13 Unique Spectral Count,Case3 Unique Spectral Count,Case9 Unique Spectral Count,Case12 Unique Spectral Count,Case6 Unique Spectral Count,Case8 Unique Spectral Count,Case11 Unique Spectral Count,Case16 Unique Spectral Count,Case19 Unique Spectral Count,Case15 Unique Spectral Count,Case18 Unique Spectral Count,Case7 Unique Spectral Count,Case20 Unique Spectral Count,Case10 Unique Spectral Count,Case14 Unique Spectral Count,Case4 Unique Spectral Count,Case1 Unique Spectral Count,Case17 Unique Spectral Count,Case5 Unique Spectral Count,Case2 Unique Spectral Count,Control15 Unique Spectral Count,Control1 Unique Spectral Count,Control18 Unique Spectral Count,Control3 Unique Spectral Count,Control10 Unique Spectral Count,Control11 Unique Spectral Count,Control13 Unique Spectral Count,Control17 Unique Spectral Count,Control5 Unique Spectral Count,Control16 Unique Spectral Count,Control14 Unique Spectral Count,Control6 Unique Spectral Count,Control9 Unique Spectral Count,Control20 Unique Spectral Count,Control2 Unique Spectral Count,Control7 Unique Spectral Count,Control8 Unique Spectral Count,Control19 Unique Spectral Count,Control4 Unique Spectral Count,Control12 Unique Spectral Count,Case13 Total Spectral Count,Case3 Total Spectral Count,Case9 Total Spectral Count,Case12 Total Spectral Count,Case6 Total Spectral Count,Case8 Total Spectral Count,Case11 Total Spectral Count,Case16 Total Spectral Count,Case19 Total Spectral Count,Case15 Total Spectral Count,Case18 Total Spectral Count,Case7 Total Spectral Count,Case20 Total Spectral Count,Case10 Total Spectral Count,Case14 Total Spectral Count,Case4 Total Spectral Count,Case1 Total Spectral Count,Case17 Total Spectral Count,Case5 Total Spectral Count,Case2 Total Spectral Count,Control15 Total Spectral Count,Control1 Total Spectral Count,Control18 Total Spectral Count,Control3 Total Spectral Count,Control10 Total Spectral Count,Control11 Total Spectral Count,Control13 Total Spectral Count,Control17 Total Spectral Count,Control5 Total Spectral Count,Control16 Total Spectral Count,Control14 Total Spectral Count,Control6 Total Spectral Count,Control9 Total Spectral Count,Control20 Total Spectral Count,Control2 Total Spectral Count,Control7 Total Spectral Count,Control8 Total Spectral Count,Control19 Total Spectral Count,Control4 Total Spectral Count,Control12 Total Spectral Count,Case13 Intensity,Case3 Intensity,Case9 Intensity,Case12 Intensity,Case6 Intensity,Case8 Intensity,Case11 Intensity,Case16 Intensity,Case19 Intensity,Case15 Intensity,Case18 Intensity,Case7 Intensity,Case20 Intensity,Case10 Intensity,Case14 Intensity,Case4 Intensity,Case1 Intensity,Case17 Intensity,Case5 Intensity,Case2 Intensity,Control15 Intensity,Control1 Intensity,Control18 Intensity,Control3 Intensity,Control10 Intensity,Control11 Intensity,Control13 Intensity,Control17 Intensity,Control5 Intensity,Control16 Intensity,Control14 Intensity,Control6 Intensity,Control9 Intensity,Control20 Intensity,Control2 Intensity,Control7 Intensity,Control8 Intensity,Control19 Intensity,Control4 Intensity,Control12 Intensity,Case13 MaxLFQ Intensity,Case3 MaxLFQ Intensity,Case9 MaxLFQ Intensity,Case12 MaxLFQ Intensity,Case6 MaxLFQ Intensity,Case8 MaxLFQ Intensity,Case11 MaxLFQ Intensity,Case16 MaxLFQ Intensity,Case19 MaxLFQ Intensity,Case15 MaxLFQ Intensity,Case18 MaxLFQ Intensity,Case7 MaxLFQ Intensity,Case20 MaxLFQ Intensity,Case10 MaxLFQ Intensity,Case14 MaxLFQ Intensity,Case4 MaxLFQ Intensity,Case1 MaxLFQ Intensity,Case17 MaxLFQ Intensity,Case5 MaxLFQ Intensity,Case2 MaxLFQ Intensity,Control15 MaxLFQ Intensity,Control1 MaxLFQ Intensity,Control18 MaxLFQ Intensity,Control3 MaxLFQ Intensity,Control10 MaxLFQ Intensity,Control11 MaxLFQ Intensity,Control13 MaxLFQ Intensity,Control17 MaxLFQ Intensity,Control5 MaxLFQ Intensity,Control16 MaxLFQ Intensity,Control14 MaxLFQ Intensity,Control6 MaxLFQ Intensity,Control9 MaxLFQ Intensity,Control20 MaxLFQ Intensity,Control2 MaxLFQ Intensity,Control7 MaxLFQ Intensity,Control8 MaxLFQ Intensity,Control19 MaxLFQ Intensity,Control4 MaxLFQ Intensity,Control12 MaxLFQ Intensity
sp|A0A075B6K0|LV316_HUMAN,A0A075B6K0,LV316_HUMAN,IGLV3-16,115,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin lambda variable 3-16,0.997,0.999,5,9,9,210,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,12,9,6,9,5,3,8,5,5,10,0,5,0,4,10,7,2,8,11,6,0,1,10,4,9,3,0,6,3,1,0,4,6,5,6,2,7,9,5,0,0,59334.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102244.31,0,135604.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54060.043,0,0,0,0,0,0,59334.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102244.31,0,135604.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54060.043,0,0,0,0
sp|A0A075B6K4|LV310_HUMAN,A0A075B6K4,LV310_HUMAN,IGLV3-10,115,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin lambda variable 3-10,0.9971,0.999,6,35,12,362,0,3,3,2,2,0,0,0,1,0,1,0,0,0,0,4,5,0,1,2,0,0,0,2,1,1,0,0,1,1,0,0,1,1,0,0,0,2,0,1,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,14,13,13,13,9,6,9,7,5,14,11,6,2,7,14,11,6,8,12,6,3,4,11,12,11,7,7,12,12,5,3,4,11,11,14,7,16,12,6,0,413660.88,249630.94,73417.7,301487.38,110711.16,0,111273.71,172320.48,0,113389.805,0,0,0,0,328958.78,435736,0,34366.31,636910.75,0,0,0,168275.78,147715.14,382711.03,0,0,60921.637,110341.89,0,0,45482.438,114302.875,0,0,0,66583.23,0,94865.61,0,201376.52,147257.86,71525.086,181466.31,63621.78,0,108405.21,167878.28,0,176629.4,0,0,0,0,338843.03,174917.7,0,90710.04,354415.2,0,0,0,169964.56,91092.31,165447.02,0,0,59351.152,62235.19,0,0,70848.836,65259.973,0,0,0,103717.93,0,92420.09
sp|A0A075B6K5|LV39_HUMAN,A0A075B6K5,LV39_HUMAN,IGLV3-9,115,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin lambda variable 3-9,1,0.999,6,42,42,799,0,2,4,0,4,1,0,3,0,3,0,0,0,0,1,6,5,0,2,4,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,0,4,1,0,3,0,3,0,0,0,0,1,6,5,0,2,4,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,36,26,10,38,15,6,24,10,14,38,18,22,5,27,51,50,7,22,43,38,8,13,17,16,19,16,8,43,16,12,4,21,15,21,10,6,11,17,15,0,142665.6,196262.97,0,282034.34,33905.984,0,59361.2,47071.56,100217.72,0,0,0,15487.927,60065.945,552319.44,4069867.5,0,105426.62,276939.66,118460.8,0,0,107741.32,0,40734.977,0,0,0,23221.979,0,0,48652.934,12938.5625,0,0,38596.645,0,0,0,0,116845.75,151569.58,0,172329.28,38186.523,0,66855.39,53014.215,52409.02,0,0,0,17443.236,177580.03,231480.08,371904.78,0,57327.07,173145.5,96855.41,0,0,87310.51,0,45877.656,0,0,0,26153.691,0,0,54795.234,14572.021,0,0,43469.367,0,0,0
sp|A0A075B6P5|KV228_HUMAN,A0A075B6P5,KV228_HUMAN,IGKV2-28,120,Homo sapiens,3:Protein inferred from homology,Immunoglobulin kappa variable 2-28,1,0.999,7,1213,0,1213,6,45,17,23,23,28,33,22,22,25,60,45,27,22,21,54,13,36,27,50,38,13,9,62,24,34,35,7,49,50,13,9,46,25,52,13,21,45,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,17,23,23,28,33,22,22,25,60,45,27,22,21,54,13,36,27,50,38,13,9,62,24,34,35,7,49,50,13,9,46,25,52,13,21,45,60,9,1978066.1,9048398,6793382,4463684,5793884,5724587,9121742,4761834.5,5038433.5,3672569.2,1.19E+07,1.66E+07,6624196,2739771,8431361,8067439,3238416,7668742,6172718,2.36E+07,6583816.5,2878756.8,6356090,1.45E+07,2454582,9922493,5837270.5,2555357.5,1.08E+07,1.32E+07,1931920.2,1995604.8,9261381,7204594.5,9020929,5244224.5,3643195.8,9821557,6561891.5,2715954.2,2250024.8,1.16E+07,4162231.8,3523673.5,5993182,5761880.5,8045202.5,2227737.5,3570614.2,3275911.2,1.07E+07,1.27E+07,3059059.2,2553676.5,7137030,1.12E+07,3693697.2,6672069,6390411,1.94E+07,7756048.5,2639463,5422016.5,1.44E+07,2259703.5,9097476,4901083.5,2408893.5,6761958.5,1.20E+07,2053712.9,1393232.6,8678660,6853297.5,8993339,4200212.5,4015709.5,6702493,4662240.5,2715954.2
sp|A0A075B6Q5|HV364_HUMAN,A0A075B6Q5,HV364_HUMAN,IGHV3-64,118,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin heavy variable 3-64,1,0.999,3,38,38,41,0,2,1,0,2,5,0,0,0,2,0,0,3,0,0,5,5,0,2,3,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,5,0,0,0,2,0,0,3,0,0,5,5,0,2,3,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,2,5,0,0,0,2,0,0,3,0,2,5,5,0,2,3,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,43301.02,0,0,61426.855,3731.1816,0,0,0,51085.484,0,0,0,0,0,244596.81,78646.04,0,4060.607,86370.234,196371.31,0,0,8106.3853,0,37735.008,0,0,18611.746,0,24056.168,0,0,0,0,0,0,0,0,0,0,56752.95,0,0,84650.77,5141.8457,0,0,0,39809.688,0,0,0,0,0,122738.5,100196.11,0,5595.8184,67306.24,96919.016,0,0,11171.202,0,29405.982,0,0,14503.686,0,18746.393,0,0,0,0,0,0,0,0,0
sp|A0A075B6R2|HV404_HUMAN,A0A075B6R2,HV404_HUMAN,IGHV4-4,117,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin heavy variable 4-4,0.9999,0.999,4,24,22,630,0,0,0,1,0,1,0,0,0,0,0,1,3,0,1,2,0,0,2,2,0,0,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,2,0,0,1,2,0,0,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,1,8,9,11,2,12,9,1,0,4,20,19,4,3,1,87,81,27,15,67,37,46,4,3,5,5,29,2,0,46,1,11,2,5,0,0,0,0,20,0,34,0,0,0,47351.89,0,62163.508,0,0,41413.24,0,0,42450.31,68436.91,0,71879.12,296936.94,0,0,63309.11,74149.266,0,42586.164,53545.47,0,0,56399.83,44869.473,0,0,0,40090.15,0,53895.938,0,0,0,0,0,0,17207.43,0,0,0,47303.605,0,62100.117,0,0,41371.008,0,0,42407.02,68367.12,0,86635.586,0,0,0,34582.316,74073.66,0,42542.74,53490.867,0,0,56342.316,44823.72,0,0,0,40049.266,0,53840.977,0,0,0,0,0,0,17189.883
sp|A0A075B6S2|KVD29_HUMAN,A0A075B6S2,KVD29_HUMAN,IGKV2D-29,120,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin kappa variable 2D-29,1,0.999,9,292,66,902,4,17,3,4,6,3,6,4,12,14,12,7,10,1,5,12,7,7,11,16,12,1,5,12,3,4,5,1,13,2,4,1,13,7,11,8,4,6,15,4,0,8,1,0,0,0,1,1,6,4,7,2,3,0,0,4,3,0,4,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,9,44,13,13,18,18,23,18,25,28,45,17,20,8,18,45,14,29,19,43,30,8,11,49,11,18,17,6,38,29,13,9,35,24,34,17,18,24,32,12,378870.88,1312792,333024.75,140765.11,272777.28,263696.3,452935.78,508269.88,654131.44,992291.25,1025259.2,507776.9,637403.9,180025.56,1017386.75,1131416.5,439538.53,737417.5,1472570.6,1894511.1,937071.5,73393.195,943399,1539936,187503.5,284873.53,278511.28,130370.516,709249.3,103593.08,272507.1,79302.72,1344782.6,636489.9,722371.6,475887.2,161616.72,695168.06,1395077.1,81034.22,229698.8,506615.75,179692.9,240402.98,184541.48,345319.8,231888.23,241946.11,258441.3,410969.7,483989.3,281040.5,277898.62,75070.875,664288.44,845861.94,239738.02,410400.12,1190816.8,691741.44,356195.94,75814.836,551260.44,618664.5,89769.6,374424.75,157367.7,134672.16,382832.25,27134.072,151412.44,81919.34,696772.8,338387.53,457767.97,265944.03,180106.56,414652.47,531489.25,54946.355
sp|A0A075B6S5|KV127_HUMAN,A0A075B6S5,KV127_HUMAN,IGKV1-27,117,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin kappa variable 1-27,1,0.999,4,395,121,395,0,62,1,0,1,4,0,3,1,2,39,1,0,0,2,30,5,12,47,44,20,0,0,33,4,11,0,0,26,17,1,5,1,2,12,0,1,8,0,0,0,9,1,0,0,1,0,3,0,1,22,0,0,0,1,10,4,3,4,12,8,0,0,12,3,6,0,0,8,5,1,5,0,0,1,0,1,0,0,0,0,62,1,0,1,4,0,3,1,2,39,1,0,0,2,30,5,12,47,44,20,0,0,33,4,11,0,0,26,17,1,5,1,2,12,0,1,8,0,0,0,1924888.2,63534.81,0,51771.926,129818.06,0,154559.45,120081.734,108732.39,362638.8,62102.14,0,28809.92,51629.38,1025230.9,292769.25,125163.36,323857.8,948556.94,371353.8,0,0,701829.94,126057.57,279537.3,23420.61,0,285567.34,217246.25,45376.164,178254.31,0,372627.03,157682.16,0,38777.805,79267.14,0,0,0,625886.9,91029.48,0,66242.516,54520.78,0,63461.05,80821.36,62476.91,123602.37,79460.09,0,36862.48,66060.125,535142.75,156145.84,74191.69,163141.12,323917.47,138299.92,0,0,251893.64,48106.156,112734.01,29966.822,0,109387.25,92289.95,52851.062,114407.85,0,123123.555,99354.58,0,45165.742,101422.82,0,0
sp|A0A075B6S6|KVD30_HUMAN,A0A075B6S6,KVD30_HUMAN,IGKV2D-30,120,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin kappa variable 2D-30,0.9885,0.999,5,6,6,662,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,33,10,9,12,15,17,14,13,17,40,10,10,7,14,41,11,22,8,29,25,7,6,40,11,14,12,5,27,27,9,8,23,17,23,9,14,18,22,8,0,0,0,0,0,0,0,0,0,44805.28,0,0,0,0,76727.58,0,0,0,0,67240.836,0,0,0,0,0,0,0,0,0,0,0,0,58360.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44805.28,0,0,0,0,76727.58,0,0,0,0,67240.836,0,0,0,0,0,0,0,0,0,0,0,0,58360.656,0,0,0,0,0,0,0
sp|A0A075B6S9|KV137_HUMAN,A0A075B6S9,KV137_HUMAN,IGKV1-37,117,Homo sapiens,1:Experimental evidence at protein level,Probable non-functional immunoglobulinn kappa variable 1-37,0.8381,0.999,1,45,0,45,0,4,0,0,0,0,0,0,2,2,2,2,0,0,0,2,0,0,3,2,6,0,0,9,1,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,2,2,0,0,0,2,0,0,3,2,6,0,0,9,1,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15799.2295,0,0,0,0,0,0,0,0,26830.602,0,0,0,0,0,0,0,79774.984,0,43496.26,0,0,0,0,73639.51,0,0,0,0,0,0,0,0,128412.81,0,0,0,0,0,0,15799.2295,0,0,0,0,0,0,0,0,26830.602,0,0,0,0,0,0,0,79774.984,0,43496.26,0,0,0,0,73639.51,0,0,0,0,0,0,0,0,128412.81,0,0,0,0,0
sp|A0A087WSX0|LV545_HUMAN,A0A087WSX0,LV545_HUMAN,IGLV5-45,123,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin lambda variable 5-45,1,0.999,5,39,12,39,0,5,1,0,2,0,0,1,0,1,0,0,4,0,6,7,1,0,4,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,1,0,1,0,0,4,0,6,7,1,0,4,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,206347.42,62407.867,0,62392.742,71792.586,0,47137.684,57829.3,26791.426,0,0,37908.035,0,197733.75,250668.1,68959.88,0,171527.03,44294.85,0,0,0,104597.016,0,0,0,0,34914.19,64088.227,0,33398.914,0,80692.69,0,0,0,0,0,12866.533,0,65395.406,56290.645,0,41932.023,88338.055,0,58001.13,71156.76,18005.598,0,0,46644.4,0,76301.95,71745.25,84852.516,0,48382.203,39953.07,0,0,0,61129.152,0,0,0,0,42960.586,78858.13,0,22446.266,0,99289.29,0,0,0,0,0,15831.781
sp|A0A087WSY6|KVD15_HUMAN,A0A087WSY6,KVD15_HUMAN,IGKV3D-15,115,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin kappa variable 3D-15,1,0.999,4,1073,77,1073,3,32,25,36,9,22,15,15,21,22,52,27,19,14,60,57,13,33,30,26,32,11,5,39,19,48,14,4,43,23,18,20,28,16,40,11,9,114,29,19,0,3,1,0,0,6,1,1,1,2,6,0,1,1,0,3,0,1,3,1,2,1,0,7,2,1,3,0,4,3,3,0,4,2,1,0,1,5,5,2,3,32,25,36,9,22,15,15,21,22,52,27,19,14,60,57,13,33,30,26,32,11,5,39,19,48,14,4,43,23,18,20,28,16,40,11,9,114,29,19,261194.98,2598101,2101650.8,1829345.2,672457.5,1155051.2,858427.06,667876.94,2388056.8,957192.94,2047290.4,3431347.5,2192208.2,988630.2,1763956.8,5148911,940577.1,1394529.1,1400557.9,3702310.5,2246370,392907.28,679223.3,2462619.5,1218602,4845540,1084830.8,471944.56,742055,900299,1396427,1558535.2,724157.8,1399746.8,1474099.4,668215,801255.25,4206889.5,419829.12,1399396.2,903831.3,1647141.9,1000139.94,869463.1,311923.94,690775.7,505375.94,410992.06,1215356.8,349607.62,1035118.6,1523563.9,951148.25,503677.25,1168412.4,2806737.8,758137.94,715758.56,480607.12,1791931.9,1173276.6,202102.67,344756.84,1374410.6,536857.25,1473817.8,509532.8,534040.4,368182.16,768476.25,446852,723154.6,408945.88,911962.7,583500.3,296972.8,413287.97,1567950,280366.62,571538.06
sp|A0A087WW87|KV240_HUMAN,A0A087WW87,KV240_HUMAN,IGKV2-40,121,Homo sapiens,3:Protein inferred from homology,Immunoglobulin kappa variable 2-40,0.9999,0.999,5,44,0,1010,0,3,0,0,0,1,1,0,2,2,2,0,0,0,0,1,1,0,1,9,3,0,0,6,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,14,23,18,24,29,22,22,19,52,37,18,17,21,41,12,33,19,45,27,12,9,56,21,26,31,7,41,46,13,9,36,21,39,13,20,43,25,9,0,106540.555,0,52027.51,0,14509.318,64256.574,0,130668.39,0,24409.855,799095.56,0,53253.383,0,95621.234,90872.89,0,70654.086,299748.56,236273.23,0,0,136712.62,0,0,49070.05,0,41146.355,65503.957,0,0,0,0,0,0,0,0,0,0,0,106540.555,0,52027.51,0,14509.318,64256.574,0,130668.39,0,24409.855,799095.56,0,53253.383,0,95621.234,90872.89,0,70654.086,299748.56,236273.23,0,0,72426.78,0,0,49070.05,0,41146.355,65503.957,0,0,0,0,0,0,0,0,0,0
sp|A0A0A0MRZ8|KVD11_HUMAN,A0A0A0MRZ8,KVD11_HUMAN,IGKV3D-11,115,Homo sapiens,3:Protein inferred from homology,Immunoglobulin kappa variable 3D-11,0.9961,0.9988,6,6,6,741,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,7,8,17,18,8,17,10,17,56,15,8,8,7,49,12,23,19,26,29,9,5,56,9,27,22,3,32,16,17,4,26,19,31,11,8,19,20,4,0,87451.56,0,0,0,0,0,0,13536.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87451.56,0,0,0,0,0,0,13536.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A0A0A0MS14|HV145_HUMAN,A0A0A0MS14,HV145_HUMAN,IGHV1-45,117,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin heavy variable 1-45,0.8381,0.999,1,21,21,21,0,1,1,0,3,0,0,0,0,0,2,0,0,0,1,2,1,1,0,1,1,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,0,0,1,2,1,1,0,1,1,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,0,0,1,2,1,1,0,1,1,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,105631.555,47016.035,0,160631.94,29944.916,0,0,0,0,47101.684,0,0,18439.977,61514.434,92626.2,92153.63,61807.23,0,267405.56,81256.36,0,0,57377.492,0,34867.992,18577.633,0,56407.645,26585.398,0,0,0,49756.23,0,0,0,0,0,0,0,105631.555,47016.035,0,160631.94,29944.916,0,0,0,0,47101.684,0,0,18439.977,61514.434,92626.2,92153.63,61807.23,0,267405.56,81256.36,0,0,57377.492,0,34867.992,18577.633,0,56407.645,26585.398,0,0,0,49756.23,0,0,0,0,0,0
sp|A0A0A0MS15|HV349_HUMAN,A0A0A0MS15,HV349_HUMAN,IGHV3-49,119,Homo sapiens,1:Experimental evidence at protein level,Immunoglobulin heavy variable 3-49,1,0.999,6,151,99,157,4,4,3,1,6,3,1,2,1,10,6,1,3,0,3,9,2,9,11,11,6,1,1,6,1,2,1,0,6,3,2,2,3,7,7,2,0,3,1,7,2,3,2,0,4,2,1,2,0,7,4,1,2,0,0,6,1,4,10,10,4,0,0,6,0,1,0,0,3,3,1,0,2,6,5,0,0,2,0,5,4,4,3,2,6,3,1,2,1,10,6,1,3,0,6,9,2,9,12,11,7,1,1,6,1,2,1,0,6,3,2,2,3,7,7,2,0,3,1,7,284108.47,914857.25,128486.69,103217.14,505850.62,228126.78,171478.88,244249.38,211010.67,404739.22,509147.47,93421.62,211433.03,130593.09,804476.1,802912,185204.64,347526.5,615259.56,1750188.4,661986.1,46420.438,173643.34,1371610.6,48103.023,191376.45,210784.31,0,289436.66,323214.44,165638.25,97181.59,184085.25,368260.03,260758.86,58533.41,0,166593.56,48653.742,503564.8,165337.08,262944.44,87335.695,65162.92,269100,163766.56,103414.24,103105.78,106250.945,150554.53,160304.75,103817.09,220456.52,60225.75,1250273.9,340944.2,155669.48,145266.39,253978.08,789060.8,301604.2,72144.17,116200.56,670186.25,74759.16,135575.12,133322.56,0,118809.1,102858.445,76239.87,66357.6,121204.375,138993.94,104770.42,90969.51,0,110178.61,75615.055,260114.4
sp|A0A0A0MT36|KVD21_HUMAN,A0A0A0MT36,KVD21_HUMAN,IGKV6D-21,114,Homo sapiens,3:Protein inferred from homology,Immunoglobulin kappa variable 6D-21,0.9835,0.999,4,33,0,51,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,3,3,0,3,2,0,0,0,0,2,0,2,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,0,4,0,1,0,0,6,2,0,4,3,4,0,3,2,0,0,0,0,2,0,2,0,1,1,1,1,0,2,0,1,0,152109.94,0,98034.96,201748.33,0,0,0,0,0,0,0,47632.117,0,0,113210.53,0,0,75458.016,69673.76,56841.98,16456.445,69579.56,53115.785,0,9702.801,0,28947.129,218580.45,0,67756.875,0,60806.57,66624.6,53199.14,57438.227,0,70481.18,0,26063.264,0,152109.94,0,98034.96,201748.33,0,0,0,0,0,0,0,47632.117,0,0,113210.53,0,0,75458.016,69673.76,56841.98,16456.445,69579.56,53115.785,0,9702.801,0,28947.129,218580.45,0,67756.875,0,60806.57,66624.6,53199.14,57438.227,0,70481.18,0,26063.264
